Country,Continent,Type,Domestic primary material,Domestic Products,Virgin content consumption,Recycled content consumption,Primary material trade (imports),Primary material trade (exports),Products (imports),Products (exports),Total generated plastic waste,Waste recovered for recycling,Waste to Energy,Waste Incinerated (without energy recovery),Waste landfilled,Waste (import),Waste (Export)
Palestine,Asia,Other,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://www.pcbs.gov.ps/portals/_pcbs/PressRelease/Press_En_WldEnvDay2023E.pdf,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Panama,Central America,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Papua New Guinea,Australia/Oceania,SIDs,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Paraguay,South America,Other,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Peru,South America,Other,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Qatar,Asia,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://www.psa.gov.qa/en/statistics1/pages/topicslisting.aspx?parent=Environmental&child=EnvironmentalStatistics,https://www.psa.gov.qa/en/statistics1/pages/topicslisting.aspx?parent=Environmental&child=EnvironmentalStatistics,,,,https://comtradeplus.un.org/TradeFlow,
Rwanda,Africa,Other,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://www.rema.gov.rw/fileadmin/user_upload/National_survey_on_chemicals_and_hazardous_wastes_REMA_2023_okay.pdf,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Saint Kitts and Nevis,North America,SIDs,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,
Saint Lucia,North America,SIDs,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://www.govt.lc/media.govt.lc/www/resources/publications/national-source-inventory-for-saint-lucia-final-for-dissemination0.pdf,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Saint Vincent and the Grenadines,North America,SIDs,,,,,https://stats.gov.vc/subjects/construction/imports-of-construction-materials-2016-to-2020/,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://stats.gov.vc/subjects/environment/annual-waste-disposed-by-type-2016-to-2020/,,,,https://stats.gov.vc/subjects/environment/annual-waste-disposed-by-type-of-disposal-2016-to-2020/,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
São Tomé and Príncipe,Africa,SIDs,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,
Senegal,Africa,Other,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Serbia,Europe,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,https://ec.europa.eu/eurostat/databrowser/view/env_wastrt__custom_13004468/default/table?lang=en,https://ec.europa.eu/eurostat/databrowser/view/env_wastrt__custom_13004468/default/table?lang=en,,https://ec.europa.eu/eurostat/databrowser/view/env_wastrt__custom_13004468/default/table?lang=en,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Seychelles,Africa,SIDs,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,https://lwma.gov.sc/wp-content/uploads/2024/01/STRATEGY_SOLID-WASTE-MASTER-PLAN-2020-2035.pdf,,,,https://comtradeplus.un.org/TradeFlow,
Sierra Leone,Africa,Other,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://bcc.gov.sl/wp-content/uploads/2024/02/Waste-Management-Plan-2027.pdf,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Solomon Islands,Australia/Oceania,SIDs,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://solomonislands-data.sprep.org/index.php/dataset/solid-waste-audits-2018-2019,,,,,https://comtradeplus.un.org/TradeFlow,
Somalia,Africa,Other,,,,,,,,,,,,,,,
South Sudan,Africa,Other,,,,,,,,,,,,,,,
Sudan,Africa,Other,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Suriname,South America,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Swaziland (Eswatini),Africa,Other,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Syria,Asia,Other,,,,,,,,,,,,,,,
Tajikistan,Asia,Other,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Tanzania,Africa,Other,,https://www.nbs.go.tz/nbs/takwimu/Industry/ASIP-2015-and-2016-SUMMARY-REPORT.pdf,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Timor-Leste,Asia,SIDs,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Togo,Africa,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Tonga,Australia/Oceania,SIDs,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,
Trinidad and Tobago,North America,SIDs,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Tunisia,Africa,Other,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Turkmenistan,Asia,Other,,,,,,,,,,,,,,,
Tuvalu,Australia/Oceania,SIDs,,,,,,,,,,,,,,,
Uganda,Africa,Other,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Uruguay,South America,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Uzbekistan,Asia,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Vanuatu,Australia/Oceania,SIDs,,,,,,,,,,,,,,,
Venezuela,South America,Other,,,,,,,,,,,,,,,
Yemen,Asia,Other,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Zambia,Africa,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Zimbabwe,Africa,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Kosovo,Europe,Other,,,,,,,,,https://www.ammk-rks.net/assets/cms/uploads/files/Raporti i mjedisit 2021_eng.pdf,https://ec.europa.eu/eurostat/databrowser/view/env_wastrt__custom_13004468/default/table?lang=en,https://ec.europa.eu/eurostat/databrowser/view/env_wastrt__custom_13004468/default/table?lang=en,https://ec.europa.eu/eurostat/databrowser/view/env_wastrt__custom_13004468/default/table?lang=en,https://ec.europa.eu/eurostat/databrowser/view/env_wastrt__custom_13004468/default/table?lang=en,,
Hong Kong,Asia,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://www.wastereduction.gov.hk/sites/default/files/resources_centre/waste_statistics/msw2022_eng.pdf,https://www.wastereduction.gov.hk/sites/default/files/resources_centre/waste_statistics/msw2022_eng.pdf,,,https://www.wastereduction.gov.hk/sites/default/files/resources_centre/waste_statistics/msw2022_eng.pdf,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Ghana,Africa,Other,,,,,,,,,,,,,,,
